location_name,lat,lon,centreline_id,centreline_type,total_vehicle,total_pedestrian,collision_count,fatal_count,n_schools,n_childcare,n_libraries,n_community_centres,n_emergency_services,ltc_beds_nearby,score_traffic,score_collision,score_impact,score_density,priority_score
Don Mills Rd / Leith Hill Rd,43.7771288095296,-79.347897120598,13446349,2,14528,2096,3,0,1,3,1,0,0,0,0.19995124074995094,0.0967741935483871,0.07294303797468354,0.38157582938388623,0.15660009253774365
Bathurst St / Burton Rd / Strathearn Rd,43.6919353968125,-79.4218735360433,13459690,2,30149,511,1,0,0,0,0,0,0,0,0.41515665715834765,0.03225806451612903,0.0,0.0,0.15659515258606682
Ellesmere Rd / Morningside Ave,43.7853443362569,-79.1933423090675,13445039,2,29600,3815,1,0,1,0,0,0,0,0,0.4079082433507243,0.03225806451612903,0.012658227848101264,0.0,0.1565898533230189
Leslie St: Sunnybrook Park Trl - Inn on The Park Dr,43.71912598812342,-79.35030740415681,30112871,1,10186,4,2,1,0,0,0,0,1,0,0.14013916060706996,0.1935483870967742,0.11666666666666665,0.1643957345971564,0.1565635484893944
Bloor St W / Sterling Rd,43.6572295393563,-79.4480643919466,13465717,2,16458,3960,2,0,1,1,0,0,0,0,0.22653456808768385,0.06451612903225806,0.020253164556962026,0.5059241706161137,0.15651079396498344
Bloor St W / Beresford Ave (West),43.6508396911323,-79.477642589547,13466803,2,9123,3225,2,0,2,6,2,0,1,0,0.12537899215423381,0.06451612903225806,0.26255274261603373,0.3751777251184834,0.15649161345032725
Bayview Ave / McRae Dr / Merton St,43.7009292673637,-79.3733142823421,13457987,2,27738,1037,0,0,0,1,0,0,0,0,0.38187083395435123,0.0,0.007594936708860758,0.21303317535545024,0.15647709676134014
Deauville Lane / St Dennis Dr,43.7183692230002,-79.3313685472306,13455059,2,12102,2256,2,0,1,3,1,1,0,0,0.16656694425549476,0.06451612903225806,0.11044303797468354,0.5347156398104266,0.15643924722669283
Bloor St W / Grace St / Christie St,43.6634812874234,-79.4188388920993,13464653,2,14958,10346,5,0,1,1,0,1,0,161,0.20581203719053434,0.16129032258064516,0.13947905288183512,0.0,0.15638163649627984
Yonge St / Castlefield Ave,43.7118434601628,-79.3994565990224,13456266,2,19806,4962,1,0,5,4,1,0,1,0,0.2726416177305141,0.03225806451612903,0.247837552742616,0.0,0.1562823993348483
Birchmount Rd / Parkette Pl,43.6964438903262,-79.2637568725953,13458393,2,4426,18,2,1,2,1,0,2,1,0,0.06074148764451355,0.1935483870967742,0.22457805907172995,0.22304502369668247,0.15622157034346495
Dufferin St: Stanstead Dr - Finch Ave W,43.76703500345658,-79.46652998431445,439659,1,27457,220,1,0,0,0,0,0,0,0,0.3784070015637595,0.03225806451612903,0.0,0.1235781990521327,0.15609059303317424
Dundas St W / Pacific Ave,43.6654559145785,-79.4685885569141,13464436,2,13992,5475,2,0,0,2,1,0,1,0,0.1925378394542717,0.06451612903225806,0.1693565400843882,0.32239336492890996,0.15607953348005404
The Esplanade / Lower Sherbourne St / David Crombie Park Trl,43.6490466209876,-79.3673014100554,13466844,2,5769,10254,2,1,4,3,1,2,1,0,0.07932181411370588,0.1935483870967742,0.302584388185654,0.0,0.15602144806079882
Bathurst St / York Downs Dr,43.7472378283907,-79.4364603159461,13450847,2,24091,905,1,0,3,2,0,0,0,0,0.33166498369442493,0.03225806451612903,0.053164556962025315,0.17997630331753556,0.1560036085978525
Bloor St W / Concord Ave,43.661730312853,-79.426829877056,13464945,2,7920,283,1,1,0,3,0,0,0,0,0.10884122040998864,0.16129032258064516,0.022784810126582275,0.5687796208530805,0.15598096415734633
Hwy 401 Collectors E Ramp / Hwy 401 Collectors E Weston Rd Ramp / Weston Rd / Weston Rd N,43.7118370426125,-79.5354157743604,13456568,2,24534,4132,2,0,0,0,0,0,0,0,0.33793259854966223,0.06451612903225806,0.0,0.15088862559241706,0.15594591721291381
Warden Ave / Gatineau Hydro Corridor Trl,43.7353526244668,-79.2906480841462,30020236,2,14910,23,2,1,0,0,0,0,0,0,0.20586494559793697,0.1935483870967742,0.0,0.1613744075829384,0.15593210720144274
Brimley Rd / East Highland Creek Trl (North),43.796805000000006,-79.27264,30002250,2,23110,670,2,0,1,1,0,0,0,0,0.31797294289306005,0.06451612903225806,0.020253164556962026,0.179739336492891,0.15589574173454282
Kennedy Rd / Munham Gt,43.7593525892689,-79.2786785476433,13448718,2,21152,319,0,0,0,0,0,0,0,289,0.29129060466512535,0.0,0.1467005076142132,0.24561611374407583,0.15585342453004408
Eglinton Ave E / Hydro Corridor,43.7326748149115,-79.266060766818,13452800,2,26666,434,0,0,3,3,1,1,0,0,0.36770457427230896,0.0,0.13575949367088608,0.0,0.15584849972948536
Kingston Rd / 3100 Kingston Rd / Fenwood Hts,43.727469118946,-79.2297252893229,13453501,2,19927,475,1,0,1,1,1,0,1,0,0.27435060668762956,0.03225806451612903,0.1744198312236287,0.1346563981042654,0.15566264097646776
Dupont St / Dundas St W,43.6642885564947,-79.4577934691146,13464621,2,21056,48,1,0,3,2,0,0,0,0,0.28989734442866155,0.03225806451612903,0.053164556962025315,0.32239336492890996,0.15562664101597276
Bay St / Grosvenor St,43.6624694931776,-79.38638312388,13464728,2,13886,10488,3,0,2,2,0,0,2,0,0.19104782145439406,0.0967741935483871,0.2738396624472574,0.0,0.15550563774042486
Eglinton Ave W / Duncannon Dr,43.7038619419153,-79.4120640141813,13457599,2,12084,378,1,1,1,2,0,1,0,0,0.1663386348437209,0.16129032258064516,0.06534810126582279,0.2775473933649289,0.15549449468818555
St Clair Ave W / Russell Hill Rd,43.6853529400311,-79.407860521843,13460848,2,16152,2602,1,0,3,0,0,0,0,248,0.22212916238490293,0.03225806451612903,0.16386300841740026,0.3366706161137441,0.15547519271021565
Kingston Rd / Collinsgrove Rd,43.7726078465985,-79.1850331055118,13446613,2,25059,256,0,0,1,3,0,1,0,32,0.3448507268567325,0.0,0.08918669279701856,0.16919431279620853,0.15545452423888095
Eglinton Ave W / Tarlton Rd,43.7036133091363,-79.4132070227187,13457640,2,12287,469,3,0,1,2,0,1,1,0,0.16914406715019792,0.0967741935483871,0.18201476793248944,0.259478672985782,0.15542221212958085
McCaul St / Baldwin St,43.6562694594558,-79.3922530536927,13465756,2,4161,1300,0,0,10,4,0,0,1,105,0.057141667581460644,0.0,0.32692818436890914,0.6994075829383887,0.15532597882113192
Birchmount Rd / Bertrand Ave,43.7352250265214,-79.2798652511284,13452416,2,23882,460,2,0,0,1,0,0,0,0,0.3286266787127896,0.06451612903225806,0.007594936708860758,0.1613744075829384,0.15525641081083266
Oakwood Ave / Earlsdale Ave (North),43.6855547851045,-79.4380905825836,13460884,2,15466,946,1,0,1,2,1,0,0,0,0.21291617707393432,0.03225806451612903,0.06534810126582279,0.5634478672985782,0.15522539153954457
Jane St / Black Creek Blvd / Dalrymple Dr,43.6772415268088,-79.4961502707805,13462522,2,15029,392,5,0,0,0,0,0,0,0,0.20745498166130366,0.16129032258064516,0.0,0.2614928909952607,0.15521014558420815
Finch Ave E / Pineway Blvd / Alamosa Dr,43.7891494099062,-79.3732872177602,13444899,2,18138,197,2,1,0,0,0,0,0,0,0.24972532873833836,0.1935483870967742,0.0,0.0,0.15514580054228938
Eglinton Ave W / Scott Rd,43.6906924254122,-79.4727017012428,13460008,2,19279,550,1,0,2,0,0,1,0,0,0.26554485841406483,0.03225806451612903,0.06281645569620253,0.38311611374407584,0.15510592553921593
Markham Rd / Rosebank Dr,43.7915117859835,-79.2378233394338,13503834,2,22767,209,1,0,0,2,0,1,1,0,0.31402889595253636,0.03225806451612903,0.1693565400843882,0.0,0.15507174418091052
Bloor St W / Symington Ave,43.6572939405709,-79.4477408113591,13465705,2,16134,4306,2,0,1,1,0,0,0,0,0.22202785347613163,0.06451612903225806,0.020253164556962026,0.5059241706161137,0.15493344385094018
Kennedy Rd / Shropshire Dr,43.7573797969173,-79.2778932756262,13449009,2,27017,381,0,0,0,0,0,0,0,0,0.3724377136670311,0.0,0.0,0.24561611374407583,0.15491481115786848
Queen St W / Northcote Ave,43.6427535454481,-79.4259547101763,13467908,2,11345,5559,2,0,0,1,0,0,0,0,0.1560270644598282,0.06451612903225806,0.007594936708860758,0.7617890995260663,0.15488801501660898
Hwy 401 Collectors W Neilson Rd Ramp / Hwy 401 Collectors W Ramp / Neilson Rd / Neilson Rd S,43.7950870517151,-79.2163580847835,13443860,2,29805,34,1,0,0,0,0,0,0,0,0.41020631218258985,0.03225806451612903,0.0,0.0,0.1548625318445516
Neilson Rd / Keeler Blvd / Oakmeadow Blvd,43.7900422768121,-79.2116306896962,13444470,2,14088,238,1,1,2,0,0,1,0,0,0.1937216340863142,0.16129032258064516,0.06281645569620253,0.18015402843601896,0.15483287881627816
Davenport Rd / Osler St (West),43.670457208732,-79.4597195235225,13463583,2,14420,1396,1,0,1,2,0,0,1,0,0.19853959691574982,0.03225806451612903,0.14451476793248944,0.4502962085308057,0.15471175594073605
Finch Ave W / Torresdale Ave / Goldfinch Crt,43.7723124982607,-79.4509461053754,13447210,2,17314,1298,1,0,0,1,1,1,0,0,0.238356999202438,0.03225806451612903,0.08259493670886076,0.43477488151658766,0.15471174779492938
Sheppard Ave W / Yeomans Rd / Bryant St,43.7544943323128,-79.4434243392153,13449763,2,22218,1064,2,0,0,1,0,0,0,0,0.30572269943274083,0.06451612903225806,0.007594936708860758,0.2357227488151659,0.15467485218603833
Keele St / Four Winds Dr,43.7657154539496,-79.4916590072426,13448272,2,21761,3363,1,0,1,0,0,0,1,0,0.2999213828128006,0.03225806451612903,0.12932489451476792,0.1235781990521327,0.15448560537329226
Kingston Rd / Lochleven Dr,43.7366034530622,-79.2194911104763,13452070,2,22734,180,1,0,0,1,0,0,0,0,0.3130848312841654,0.03225806451612903,0.007594936708860758,0.3196090047393365,0.15434990134580887
Rexdale Blvd / Humberwood Blvd / Northernette Hts / Canadian Champ Way,43.7204035811219,-79.6125946000121,13455330,2,16610,126,2,1,0,0,0,0,0,0,0.22851341683008092,0.1935483870967742,0.0,0.06617298578199052,0.15433892995259835
Dufferin St / Cartwright Ave,43.7238536989786,-79.4569035204782,13454504,2,24299,87,2,0,0,0,0,0,0,0,0.3347023011945667,0.06451612903225806,0.0,0.14520142180094786,0.15424659275948344
Bremner Blvd / Navy Wharf Crt,43.6407461884931,-79.3914953549052,13468106,2,11591,5895,1,1,2,4,0,1,1,0,0.15944200116240353,0.16129032258064516,0.20986286919831224,0.0,0.1542288871497295
Dufferin St / Geary Ave,43.6695025977496,-79.4394656069111,13463735,2,20384,1301,2,0,1,0,0,1,1,0,0.2807770176830736,0.06451612903225806,0.16682489451476792,0.0,0.15421758025331966
Yonge St / Pleasant Ave / Newton Dr,43.7929562398991,-79.4187942411545,13444488,2,24720,346,0,0,1,1,0,1,0,0,0.3407117457539961,0.0,0.05775316455696203,0.2325829383886256,0.1540580377641536
Queen St E / Alton Ave,43.6637920429592,-79.3278622461836,13464388,2,6509,741,2,0,1,2,0,0,1,201,0.08947800853280019,0.06451612903225806,0.24654522478528132,0.5084123222748815,0.1540482253323148
York Mills Rd / Fenside Dr,43.7606664493885,-79.3276857800155,13448645,2,25162,2642,2,0,1,0,1,0,0,0,0.3466126680113936,0.06451612903225806,0.05015822784810126,0.0,0.15392672453489833
Queen St W / Beaconsfield Ave,43.6429997055401,-79.4247683768269,13467882,2,10504,724,2,0,0,3,0,0,0,0,0.14450804285196417,0.06451612903225806,0.022784810126582275,0.7617890995260663,0.15389433213740086
Islington Ave / Graystone Gdns,43.6405392491099,-79.52168133625,13468331,2,15982,413,2,1,0,1,0,1,0,0,0.22037509092482685,0.1935483870967742,0.04509493670886076,0.0,0.1538922046493325
Bathurst St / Southbourne Ave / Charleswood Dr,43.7384161881691,-79.434248891732,13452272,2,26399,1875,2,0,1,1,0,0,0,0,0.3634739606430439,0.06451612903225806,0.020253164556962026,0.0,0.15384716429774808
Ontario St / Shuter St,43.6563871798056,-79.3675446415594,13465670,2,3536,940,0,0,2,4,0,2,1,0,0.04838804348616662,0.0,0.24736286919831224,0.8739928909952607,0.15380767815934684
Melbourne Ave / Dufferin St,43.6405765440595,-79.4279822415644,13468186,2,12002,2745,1,0,0,1,1,0,0,186,0.16526199661928362,0.03225806451612903,0.1395111803636831,0.5677132701421801,0.15380558448434906
Islington Ave / Springbrook Gdns,43.6406779520494,-79.5217249281992,13468317,2,15987,253,2,1,0,1,0,1,0,0,0.22004127563580342,0.1935483870967742,0.04509493670886076,0.0,0.1537753692981743
Earnscliffe Rd / Oakwood Ave,43.6837051742069,-79.4373227910883,13461215,2,15158,793,1,0,1,2,1,0,0,0,0.2086501014157815,0.03225806451612903,0.06534810126582279,0.5634478672985782,0.15373226505919108
Seaforth Ave / Brock Ave,43.643703802084,-79.4332173273152,13467808,2,3219,632,2,0,1,1,1,3,1,0,0.044003326284935265,0.06451612903225806,0.2869198312236287,0.583590047393365,0.15372478034507991
Mount Pleasant Rd / Keewatin Ave,43.7137858185375,-79.3922004773887,13455929,2,19667,1100,1,0,2,2,0,1,0,0,0.27064443551494577,0.03225806451612903,0.07800632911392405,0.3205568720379147,0.15367282803745247
Whitehall Rd / Highland Cres,43.6841201556687,-79.3828101279848,13460992,2,2109,21,2,2,1,1,0,0,0,0,0.028703551454924287,0.3225806451612903,0.020253164556962026,0.2665876777251185,0.15365886949957935
Rogers Rd: Bicknell Ave - Forbes Ave,43.681895,-79.4743,8879,1,10522,516,1,1,2,2,0,0,0,0,0.14486061381723495,0.16129032258064516,0.04050632911392405,0.38311611374407584,0.15356570493645041
Eglinton Ave E / Lillian St,43.7076013256594,-79.3941335157903,13456944,2,15189,10495,1,1,7,4,0,0,0,0,0.20937246540363405,0.16129032258064516,0.1189873417721519,0.0,0.1535294441489281
Richmond St W / John St,43.6491192853427,-79.3907542573075,13466887,2,16138,31571,2,0,4,8,0,1,1,0,0.22211632250909602,0.06451612903225806,0.2655590717299578,0.0,0.1534331723854655
St Clair Ave W / McRoberts Ave / Earlscourt Park Trl,43.6756587537792,-79.4534696041196,13462697,2,15564,1881,2,0,1,1,0,1,0,0,0.21417757141956595,0.06451612903225806,0.05775316455696203,0.4430094786729858,0.1533943759368294
Gerrard St E / Pembroke St / Allan Gardens Trl,43.6609490330508,-79.3735435797404,13464956,2,7567,1666,1,0,1,2,0,0,0,125,0.1039647361856794,0.03225806451612903,0.09129987791556897,0.8739928909952607,0.15333724492827283
Bayview Ave / Highland Cres,43.7451058137025,-79.3836253103202,13451091,2,23302,59,0,0,1,1,0,1,1,0,0.32076206516146055,0.0,0.1744198312236287,0.061611374407582936,0.15331182649199523
McCowan Rd / Milliken Park Trl (South),43.8292289905127,-79.2750968126927,30023104,2,15067,19,1,1,0,0,0,1,0,0,0.20732064038805262,0.16129032258064516,0.0375,0.16765402843601895,0.1532792398826461
Brimley Rd / St Clair Ave E,43.7208751605725,-79.2414488537695,13454486,2,21451,1571,3,0,1,0,0,0,0,0,0.2954575997544214,0.0967741935483871,0.012658227848101264,0.1346563981042654,0.15327841303602974
Finch Ave E / Tiffield Rd / Scottfield Dr,43.810854998376,-79.2529157357208,13442417,2,12463,143,2,1,0,0,0,0,0,250,0.17163896744172658,0.1935483870967742,0.12690355329949238,0.0,0.15319628474837374
Springhurst Ave / Dufferin St,43.634861841763,-79.4257935581732,13468779,2,12637,344,0,0,0,0,0,0,1,120,0.17395153026008087,0.0,0.177580372250423,0.5677132701421801,0.1531704370553309
Lake Shore Blvd W / Lower Simcoe St (North),43.6405337442932,-79.3832955571705,14134984,2,11943,1918,6,0,0,3,0,0,1,0,0.16432941997818787,0.1935483870967742,0.13945147679324893,0.0,0.1531475278348865
Jarvis St / Earl Pl / Gloucester St,43.6679342648129,-79.3790457724093,13463834,2,8530,1197,2,1,5,1,1,1,0,150,0.11714256049276993,0.1935483870967742,0.22202820792906253,0.0,0.15314747324215294
Hwy 27 N / Rexdale Blvd,43.7172687359071,-79.5956227288308,13455799,2,16028,201,6,0,0,1,0,0,0,0,0.22054691656042164,0.1935483870967742,0.007594936708860758,0.06617298578199052,0.1530696421999897
Berkeley St / Coatsworth St,43.6587187577571,-79.3671831033823,13975167,2,136,339,2,0,1,6,1,0,1,0,0.001514345214435528,0.06451612903225806,0.21239451476793247,0.8739928909952607,0.15298885803945533
Midland Ave / Brockley Dr,43.7550782090313,-79.2663396205729,30122711,2,18764,314,2,0,3,1,0,1,1,0,0.2583177556716268,0.06451612903225806,0.19973628691983122,0.0,0.15293911703032595
Jane St / Denison Rd E / Trethewey Dr,43.6975937104383,-79.5023795727008,13458802,2,17875,2210,2,0,0,1,0,0,0,0,0.24621727863125634,0.06451612903225806,0.007594936708860758,0.4263625592417062,0.15291193594817282
Kipling Ave / Advance Rd,43.6332124478634,-79.5318010981982,13469120,2,19693,83,1,1,0,1,0,0,0,0,0.2712549038450079,0.16129032258064516,0.007594936708860758,0.0,0.1529098165907507
Bay St / Wellington St W,43.6473340515229,-79.3797061313304,13467163,2,21722,54618,4,0,0,2,0,0,0,0,0.29910503829298857,0.12903225806451613,0.015189873417721517,0.0,0.15288602840867094
McCowan Rd / Sandhurst Crcl (South),43.8051334419412,-79.2653300141757,13442901,2,22315,758,1,0,3,2,0,0,0,0,0.3075107114207953,0.03225806451612903,0.053164556962025315,0.232760663507109,0.1528280493210395
Weston Rd / St Phillips Rd / Mallaby Park Trl,43.7062882264116,-79.5323884880808,13457446,2,20519,290,1,0,0,0,0,0,0,0,0.28257111966820625,0.03225806451612903,0.0,0.4263625592417062,0.15282647038868796
The Queensway / Sunnyside Ave,43.6387785506704,-79.4484224031402,13468431,2,20883,714,0,0,0,0,0,0,0,228,0.2875470573661114,0.0,0.11573604060913704,0.2898696682464455,0.15277564502461094
Secord Ave / Palmer Ave,43.6930075251941,-79.3007681708583,13459149,2,2623,432,1,0,3,2,0,1,0,185,0.03594141941186955,0.03225806451612903,0.18457318640364967,0.9199052132701422,0.15277497798254366
Rogers Rd / Glenholme Ave,43.6865078637204,-79.4416194298445,13460715,2,10260,868,3,0,1,2,1,0,0,0,0.1410793253363284,0.0967741935483871,0.06534810126582279,0.5634478672985782,0.15266313859267278
Islington Ave / Advance Rd,43.6358858899817,-79.5198065386002,13468805,2,28322,1044,0,0,1,4,0,1,0,0,0.3899768474160916,0.0,0.0805379746835443,0.0,0.1525994915323409
Midland Ave / Copthorne Ave / Passmore Ave,43.8207076003962,-79.2949342690737,13441919,2,21152,534,3,0,0,0,0,0,0,0,0.29109836428522673,0.0967741935483871,0.0,0.16765402843601895,0.15252079808536673
Finch Ave E / Hwy 404 S Finch Ave Ramp,43.7947406199859,-79.3456664510497,13444148,2,26267,155,0,0,1,0,0,0,1,0,0.3617849450861817,0.0,0.12932489451476792,0.0,0.15248970968311717
Keele St: Murray Ross Pkwy - The Pond Rd,43.76965,-79.49264500000001,439282,1,24219,395,0,0,0,0,0,0,1,0,0.33370923260216573,0.0,0.11666666666666665,0.1235781990521327,0.15248938464930462
Markham Rd / Turbina Ave,43.8272862308313,-79.2492919152542,13441683,2,31087,181,0,0,1,0,0,0,0,0,0.42843096960275195,0.0,0.012658227848101264,0.0,0.15248248493058342
St Clair Ave W / Lansdowne Ave,43.6763071340304,-79.4505676943014,13462582,2,11377,3244,2,0,0,0,0,1,1,0,0.15647286945905595,0.06451612903225806,0.15416666666666665,0.4430094786729858,0.15248043067259182
Morningside Ave / McLevin Ave / Casebridge Crt,43.8089342918677,-79.2027244047142,13442514,2,26934,686,2,0,0,0,0,0,0,0,0.37108102205564547,0.06451612903225806,0.0,0.0,0.15245900288076622
Dufferin St / Ramsden Rd,43.6967522922383,-79.4508840431401,13458834,2,14444,290,2,0,2,1,1,0,0,0,0.19884079873845323,0.06451612903225806,0.07041139240506329,0.4615521327014218,0.1524124164709038
Dupont St / Old Weston Rd / Annette St / Dundas St W,43.6644860359374,-79.4587775868743,13464592,2,12671,770,2,0,4,2,0,0,1,0,0.1742425377925933,0.06451612903225806,0.18248945147679324,0.32239336492890996,0.1523027601769476
Woodbine Ave / Gerrard St E,43.6807933471664,-79.310754936872,13461421,2,12290,1129,4,0,0,1,0,0,0,0,0.1690382148075408,0.12903225806451613,0.007594936708860758,0.46433649289099527,0.15227730213609159
Bayview Ave / Old Brewery Lane Bayview Ramp,43.6576445505739,-79.3547602767591,13465426,2,6128,2,3,0,0,1,0,0,0,0,0.08407012913393398,0.0967741935483871,0.007594936708860758,0.8739928909952607,0.1522137893801106
Avenue Rd / Briar Hill Ave,43.7112045541894,-79.4114653247896,13456401,2,19974,261,2,0,1,2,0,0,0,0,0.2749242739468234,0.06451612903225806,0.027848101265822784,0.2775473933649289,0.15212850063233596
Oakwood Ave / Earlsdale Ave (South),43.6854435108309,-79.4380238903266,13460899,2,14817,787,1,0,1,2,1,0,0,0,0.203966530948097,0.03225806451612903,0.06534810126582279,0.5634478672985782,0.1520930153955015
Humberside Ave / Dundas St W,43.6630306594479,-79.4564607471112,13464808,2,14068,451,0,0,4,3,0,0,0,0,0.19363789466419537,0.0,0.07341772151898733,0.6946682464454976,0.1519236320808156
O'Connor Dr / Bermondsey Rd / Yardley Ave,43.7124533221487,-79.3074273270803,13455948,2,21079,807,0,0,0,3,0,0,1,0,0.29024923031229377,0.0,0.13945147679324893,0.22393364928909953,0.15187089089686254
Kingston Rd / Muir Dr,43.7433541233315,-79.2120677615418,13450949,2,18414,78,2,0,1,4,0,0,0,0,0.25344709347075384,0.06451612903225806,0.043037974683544304,0.3196090047393365,0.15185562328669666
Bayview Ave / Bayview Heights Dr / Evergreen Gdns,43.6960692403196,-79.3713801163724,13458754,2,25925,299,0,0,1,2,0,0,0,0,0.3568877178292016,0.0,0.027848101265822784,0.21303317535545024,0.15178363902893016
Anderson Ave / Duplex Ave,43.7042206071305,-79.400482994393,13457504,2,3540,232,1,1,2,0,0,1,1,0,0.04839638895101512,0.16129032258064516,0.1794831223628692,0.42428909952606636,0.15171588346126158
Dufferin St / Rosecliffe Ave,43.6834255758514,-79.4452629144212,13461286,2,19941,381,1,0,0,0,0,0,0,0,0.274634224564671,0.03225806451612903,0.0,0.4430094786729858,0.1517132490455786
Albion Rd / Sanagan Rd / Benstrow Ave,43.7389986995553,-79.5761793486292,13452467,2,23741,408,1,0,0,0,0,1,0,0,0.3266647258049093,0.03225806451612903,0.0375,0.1854265402843602,0.15166563064079944
Kingston Rd / Thatcher Ave,43.7187291127261,-79.2397919057281,13454795,2,16417,105,1,1,1,0,0,0,0,0,0.22591507774883549,0.16129032258064516,0.012658227848101264,0.1346563981042654,0.15151917549536503
The Queensway / Southport St,43.6369578432197,-79.4710438422505,13468637,2,20423,580,2,0,0,1,0,0,0,0,0.2811039784376807,0.06451612903225806,0.007594936708860758,0.2898696682464455,0.15147299178089527
Spadina Ave / Richmond St W,43.647807827062,-79.3959696564229,13467124,2,24428,18937,2,0,2,4,0,0,0,0,0.3364306341030572,0.06451612903225806,0.05569620253164557,0.0,0.15147060760368944
Bloor St W / Walmer Rd / Robert St,43.6663588753886,-79.4053548087398,13464161,2,11697,17649,0,0,5,7,1,0,0,0,0.16091787701168925,0.0,0.15395569620253163,0.643542654028436,0.15146666159744115
Millwood Rd / McRae Dr,43.70478449238,-79.3681295125066,13457319,2,7540,287,2,1,2,4,1,1,0,0,0.10354265993572291,0.1935483870967742,0.13069620253164557,0.21303317535545024,0.1514244245032481
Yonge St / Golfdale Rd,43.7319973772859,-79.4040084630767,13453195,2,21416,2104,0,0,1,5,0,0,0,0,0.2951695784893286,0.0,0.050632911392405056,0.3795616113744076,0.15139209588718677
Queen St E / Davies Ave / East Don Roadway,43.6580813743126,-79.3533410758836,13465357,2,13192,3029,2,1,0,1,0,0,0,0,0.181454394542346,0.1935483870967742,0.007594936708860758,0.18578199052132702,0.15134815996759693
Oakwood Ave / Bude St,43.6941954270823,-79.4415057437686,13459314,2,11012,497,0,0,2,4,0,1,1,0,0.1514732093463027,0.0,0.20986286919831224,0.5634478672985782,0.15133298384072622
Barton Ave / Christie St,43.6665689911936,-79.4196058682203,13464157,2,8958,3288,1,0,4,4,0,0,0,161,0.12310858602385041,0.03225806451612903,0.16273854655272119,0.643542654028436,0.15128030240238066
Markham Rd / Stevenwood Rd / Eastpark Blvd,43.7556791451256,-79.2240563327864,13449130,2,14177,493,1,1,1,1,1,2,0,0,0.19505314306060154,0.16129032258064516,0.132753164556962,0.0,0.15127084588582873
Lake Shore Blvd W / Newfoundland Rd / Ontario Place Blvd,43.6324353953429,-79.4109600839737,13469034,2,22009,120,4,0,0,0,0,0,0,0,0.3030980419247781,0.12903225806451613,0.0,0.0,0.15124560499625297
St Clair Ave E / Merritt Rd,43.707295,-79.30435,13456791,2,22250,595,0,0,2,1,0,2,0,0,0.3063749514083298,0.0,0.10791139240506328,0.22393364928909953,0.15120687640283803
Yonge St / Helendale Ave,43.709087726564,-79.3988692016705,13456727,2,13701,4163,1,0,6,3,1,0,2,0,0.1885543604539781,0.03225806451612903,0.36956751054852316,0.0,0.15119785084924214
Lakeshore W Gardiner Expy / Lakeshore W York St Ramp / York St,43.6417941892075,-79.3809995866671,13467953,2,14027,3663,7,0,0,3,0,0,0,0,0.19310727724664228,0.22580645161290322,0.022784810126582275,0.0,0.15117676712615735
Wilson Ave / Dallner Rd,43.7198303303913,-79.5138003425031,13455219,2,22495,1087,2,0,2,0,1,1,0,0,0.30999408347523205,0.06451612903225806,0.10031645569620253,0.0,0.15114186551686204
Maitland St / Maitland Ter,43.6639845031591,-79.383489123131,13464503,2,744,1040,4,1,3,2,0,0,2,0,0.009893562072968116,0.25806451612903225,0.2864978902953586,0.0,0.15108490542977185
Bank St / Dufferin St,43.6476969999622,-79.4306949167458,13467230,2,6894,661,2,0,1,1,0,2,0,0,0.09483160522984112,0.06451612903225806,0.09525316455696202,0.7617890995260663,0.15100124985573377
Bayview Ave / Scenic Millway,43.7507533204708,-79.3847148094336,13450213,2,19579,78,1,0,0,0,0,1,1,0,0.26955315857622025,0.03225806451612903,0.15416666666666665,0.14395734597156398,0.15086299601281197
Eglinton Ave W / Lascelles Blvd / Eglinton Park Trl,43.705600169634,-79.4037095514886,13457261,2,14011,2345,0,0,1,0,0,2,1,0,0.19295605693886642,0.0,0.20432489451476793,0.42428909952606636,0.15082850878416348
Gerrard St E / Carlaw Ave (South),43.6670907858784,-79.3425453399861,13463879,2,6117,302,3,1,1,1,0,2,1,0,0.08396153591390336,0.22580645161290322,0.21191983122362867,0.0,0.15080276187910802
Dawes Rd / Goodwood Park Crt,43.6949154258208,-79.297335432741,13458768,2,7787,523,0,0,1,0,0,0,0,185,0.10702995668227011,0.0,0.10656685728972562,0.9199052132701422,0.1507643776237539
Steeles Ave W / Hidden Trl,43.7886739089242,-79.4631955129541,13445128,2,17207,261,2,1,0,0,0,0,0,0,0.23673957570958815,0.1935483870967742,0.0,0.0,0.1506007869822268
Dewson St: Ossington Ave - Concord Ave,43.65683,-79.42429000000001,1144404,1,6531,880,4,0,2,3,1,0,0,0,0.08971959475787626,0.12903225806451613,0.08560126582278481,0.5687796208530805,0.15056136373770235
Hwy 400 S Jane St Ramp / Jane St / Jane St Black Creek S Ramp,43.7110418817046,-79.5059712206325,13456648,2,24216,61,3,0,0,0,0,0,0,0,0.33329770440616496,0.0967741935483871,0.0,0.0,0.1505251642840932
Islington Ave / Norseman St,43.6342179617841,-79.5191315612815,13468994,2,24227,1036,0,0,1,3,0,1,0,0,0.33418989703384916,0.0,0.07294303797468354,0.18951421800947868,0.15050649335773175
St Clair Ave W / Foxbar Rd / Amsterdam Square Trl,43.6867697366704,-79.4007328396467,13460553,2,10663,1810,2,0,1,2,0,1,0,0,0.1467449503492391,0.06451612903225806,0.06534810126582279,0.6343601895734597,0.15044701699403454
